file_path,start_time,end_time
/scratch/waseem/BASTA_insitu/12m5/BASTA_20241012-20241023.nc,2024-10-12 09:56:41.400698900,2024-10-23 23:59:57.963058949
/scratch/waseem/BASTA_insitu/12m5/BASTA_20241024-20241105.nc,2024-10-24 00:00:00.963239908,2024-11-05 23:59:57.893745899
/scratch/waseem/BASTA_insitu/12m5/BASTA_20241106-20241110.nc,2024-11-06 00:00:00.893927097,2024-11-10 23:59:59.843374968
/scratch/waseem/BASTA_insitu/12m5/BASTA_20241111-20241120.nc,2024-11-11 00:00:02.843554974,2024-11-20 23:59:58.246989965
/scratch/waseem/BASTA_insitu/12m5/BASTA_20241121-20241127.nc,2024-11-21 00:00:01.247169971,2024-11-27 13:37:23.301501036
