file_path,start_time,end_time,spinup,true_start_time,mp,bl,station,sip
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-03_SPRK.nc,2024-11-03 00:00:00,2024-11-06 00:00:00,24,2024-11-04 00:00:00,10,1,SPRK,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-03_HAC.nc,2024-11-03 00:00:00,2024-11-06 00:00:00,24,2024-11-04 00:00:00,10,1,HAC,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-03_HAC_MYNN.nc,2024-11-03 00:00:00,2024-11-06 00:00:00,24,2024-11-04 00:00:00,10,5,HAC,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-03_MYNN_HAC.nc,2024-11-03 00:00:00,2024-11-06 00:00:00,24,2024-11-04 00:00:00,10,5,HAC,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-03_MYNN_SPRK.nc,2024-11-03 00:00:00,2024-11-06 00:00:00,24,2024-11-04 00:00:00,10,5,SPRK,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-09_CONTROL_SPRK.nc,2024-11-09 00:00:00,2024-11-12 00:00:00,24,2024-11-10 00:00:00,10,5,SPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-09_CONTROL_HAC.nc,2024-11-09 00:00:00,2024-11-12 00:00:00,24,2024-11-10 00:00:00,10,5,HAC,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-09_CONTROL_NPRK.nc,2024-11-09 00:00:00,2024-11-12 00:00:00,24,2024-11-10 00:00:00,10,5,NPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-11_CONTROL_HAC.nc,2024-11-11 00:00:00,2024-11-14 00:00:00,24,2024-11-12 00:00:00,10,5,HAC,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-11_CONTROL_NPRK.nc,2024-11-11 00:00:00,2024-11-14 00:00:00,24,2024-11-12 00:00:00,10,5,NPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-11_CONTROL_SPRK.nc,2024-11-11 00:00:00,2024-11-14 00:00:00,24,2024-11-12 00:00:00,10,5,SPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-13_CONTROL_SPRK.nc,2024-11-13 00:00:00,2024-11-16 00:00:00,24,2024-11-14 00:00:00,10,5,SPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-13_CONTROL_NPRK.nc,2024-11-13 00:00:00,2024-11-16 00:00:00,24,2024-11-14 00:00:00,10,5,NPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-13_CONTROL_HAC.nc,2024-11-13 00:00:00,2024-11-16 00:00:00,24,2024-11-14 00:00:00,10,5,HAC,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-15_CONTROL_HAC.nc,2024-11-15 00:00:00,2024-11-18 00:00:00,24,2024-11-16 00:00:00,10,5,HAC,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-15_CONTROL_NPRK.nc,2024-11-15 00:00:00,2024-11-18 00:00:00,24,2024-11-16 00:00:00,10,5,NPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-15_CONTROL_SPRK.nc,2024-11-15 00:00:00,2024-11-18 00:00:00,24,2024-11-16 00:00:00,10,5,SPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-17_CONTROL_SPRK.nc,2024-11-17 00:00:00,2024-11-20 00:00:00,24,2024-11-18 00:00:00,10,5,SPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-17_CONTROL_NPRK.nc,2024-11-17 00:00:00,2024-11-20 00:00:00,24,2024-11-18 00:00:00,10,5,NPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-17_CONTROL_HAC.nc,2024-11-17 00:00:00,2024-11-20 00:00:00,24,2024-11-18 00:00:00,10,5,HAC,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-19_CONTROL_SPRK.nc,2024-11-19 00:00:00,2024-11-22 00:00:00,24,2024-11-20 00:00:00,10,5,SPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-19_CONTROL_NPRK.nc,2024-11-19 00:00:00,2024-11-22 00:00:00,24,2024-11-20 00:00:00,10,5,NPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-19_CONTROL_HAC.nc,2024-11-19 00:00:00,2024-11-22 00:00:00,24,2024-11-20 00:00:00,10,5,HAC,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-19_SIP_HAC.nc,2024-11-19 00:00:00,2024-11-22 00:00:00,24,2024-11-20 00:00:00,10,5,HAC,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-19_SIP_SPRK.nc,2024-11-19 00:00:00,2024-11-22 00:00:00,24,2024-11-20 00:00:00,10,5,SPRK,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-19_SIP_NPRK.nc,2024-11-19 00:00:00,2024-11-22 00:00:00,24,2024-11-20 00:00:00,10,5,NPRK,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-21_SIP_NPRK.nc,2024-11-21 00:00:00,2024-11-24 00:00:00,24,2024-11-22 00:00:00,10,5,NPRK,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-21_CONTROL_SPRK.nc,2024-11-21 00:00:00,2024-11-24 00:00:00,24,2024-11-22 00:00:00,10,5,SPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-21_CONTROL_NPRK.nc,2024-11-21 00:00:00,2024-11-24 00:00:00,24,2024-11-22 00:00:00,10,5,NPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-21_SIP_SPRK.nc,2024-11-21 00:00:00,2024-11-24 00:00:00,24,2024-11-22 00:00:00,10,5,SPRK,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-21_SIP_HAC.nc,2024-11-21 00:00:00,2024-11-24 00:00:00,24,2024-11-22 00:00:00,10,5,HAC,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-21_CONTROL_HAC.nc,2024-11-21 00:00:00,2024-11-24 00:00:00,24,2024-11-22 00:00:00,10,5,HAC,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-28_SIP_HAC.nc,2024-11-28 06:00:00,2024-12-01 06:00:00,24,2024-11-29 06:00:00,10,5,HAC,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-28_SIP_SPRK.nc,2024-11-28 06:00:00,2024-12-01 06:00:00,24,2024-11-29 06:00:00,10,5,SPRK,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-28_CONTROL_SPRK.nc,2024-11-28 06:00:00,2024-12-01 06:00:00,24,2024-11-29 06:00:00,10,5,SPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-28_CONTROL_HAC.nc,2024-11-28 06:00:00,2024-12-01 06:00:00,24,2024-11-29 06:00:00,10,5,HAC,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-28_CONTROL_NPRK.nc,2024-11-28 06:00:00,2024-12-01 06:00:00,24,2024-11-29 06:00:00,10,5,NPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-28_SIP_NPRK.nc,2024-11-28 06:00:00,2024-12-01 06:00:00,24,2024-11-29 06:00:00,10,5,NPRK,1
