Station: Rigi-Seebodenalp
Rural, > 1000 m
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];CPC [1/cm3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2022 01:00;73.6;1.9;0.1;0.20;11.1;6.0;;13305.1;2.0;10.3;0.0;-1.8
01.01.2022 02:00;73.6;1.1;0.1;0.10;1.9;0.7;;4198.9;1.1;11.5;0.0;-1.8
01.01.2022 03:00;72.3;0.8;0.1;0.10;1.3;0.4;;1951.8;0.8;10.5;0.0;-2.2
01.01.2022 04:00;72.0;0.7;0.1;0.10;1.1;0.4;;1571.1;0.7;10.3;0.0;-1.9
01.01.2022 05:00;73.1;0.7;0.1;0.10;1.4;0.5;;1862.5;0.8;10.6;0.0;-1.9
01.01.2022 06:00;68.9;0.8;0.1;0.10;1.3;0.5;;1813.7;0.8;9.0;0.0;-2.0
01.01.2022 07:00;67.8;0.8;0.1;0.10;1.4;0.6;;1936.7;0.9;8.5;0.0;-1.9
01.01.2022 08:00;70.9;0.7;0.1;0.10;1.3;0.5;;1833.5;0.7;9.0;0.0;-1.4
01.01.2022 09:00;71.1;0.7;0.1;0.10;1.0;0.5;;1732.8;0.8;9.5;0.0;8.0
01.01.2022 10:00;70.7;0.6;0.1;0.10;1.0;0.4;;1603.0;0.7;10.1;0.0;24.3
01.01.2022 11:00;71.5;0.5;0.1;0.10;1.1;0.4;;1243.4;0.6;10.0;0.0;38.5
01.01.2022 12:00;68.8;0.4;0.1;0.10;0.7;0.3;;976.7;0.5;12.1;0.0;320.8
01.01.2022 13:00;70.3;0.5;0.1;0.10;0.6;0.3;;1072.7;0.6;13.9;0.0;332.7
01.01.2022 14:00;67.3;0.5;0.1;0.10;0.6;0.3;;1162.8;0.6;13.9;0.0;264.3
01.01.2022 15:00;69.5;0.8;0.1;0.10;1.5;0.4;;1529.6;1.0;14.2;0.0;257.7
01.01.2022 16:00;64.8;0.7;0.1;0.10;1.7;0.7;;1388.3;0.8;13.9;0.0;148.1
01.01.2022 17:00;70.8;0.7;0.1;0.10;1.3;0.6;;1073.5;0.8;12.9;0.0;22.3
01.01.2022 18:00;76.8;0.6;0.1;0.10;1.0;0.5;;1108.7;0.7;12.3;0.0;-1.7
01.01.2022 19:00;76.5;0.5;0.1;0.10;0.9;0.4;;1031.0;0.6;11.8;0.0;-2.1
01.01.2022 20:00;76.5;0.6;0.1;0.10;0.7;0.4;;1173.5;0.6;11.7;0.0;-2.1
01.01.2022 21:00;74.2;0.7;0.1;0.10;1.0;0.5;;1358.6;0.8;10.9;0.0;-1.9
01.01.2022 22:00;75.2;0.7;0.1;0.10;0.9;0.4;;1430.7;0.7;10.8;0.0;-2.0
01.01.2022 23:00;78.6;0.5;0.1;0.10;0.5;0.2;;1221.2;0.5;11.2;0.0;-1.8
02.01.2022 00:00;77.0;0.3;0.1;0.10;0.7;0.3;;1056.5;0.4;12.1;0.0;-1.8
02.01.2022 01:00;76.4;0.5;0.1;0.10;0.5;0.3;;1170.8;0.5;11.4;0.0;-2.0
02.01.2022 02:00;78.9;0.4;0.1;0.10;0.4;0.3;;1126.0;0.4;11.8;0.0;-1.6
02.01.2022 03:00;80.0;0.4;0.1;0.10;0.3;0.2;;1155.8;0.4;12.4;0.0;-2.1
02.01.2022 04:00;75.5;0.4;0.1;0.10;0.3;0.2;;1008.8;0.4;10.4;0.0;-2.3
02.01.2022 05:00;76.7;0.3;0.1;0.10;0.2;0.2;;964.3;0.4;10.9;0.0;-1.8
02.01.2022 06:00;77.7;0.3;0.1;0.10;0.3;0.2;;1071.5;0.4;11.8;0.0;-1.8
02.01.2022 07:00;76.8;0.3;0.1;0.10;0.4;0.2;;953.0;0.4;10.9;0.0;-2.1
02.01.2022 08:00;78.7;0.4;0.1;0.10;0.3;0.2;;1009.3;0.4;11.0;0.0;-1.5
02.01.2022 09:00;76.8;0.4;0.1;0.10;0.6;0.3;;1062.3;0.5;10.8;0.0;8.9
02.01.2022 10:00;77.5;0.4;0.1;0.10;0.4;0.3;;1136.3;0.5;11.8;0.0;58.0
02.01.2022 11:00;78.3;0.4;0.1;0.10;0.4;0.2;;1163.5;0.5;12.7;0.0;125.3
02.01.2022 12:00;76.8;0.5;0.1;0.10;0.7;0.3;;1198.0;0.6;12.5;0.0;244.9
02.01.2022 13:00;73.0;1.0;0.1;0.10;1.0;0.6;;1439.4;1.1;12.3;0.0;154.4
02.01.2022 14:00;71.1;1.5;0.2;0.10;1.7;0.9;;1831.0;1.7;12.3;0.0;192.9
02.01.2022 15:00;74.1;1.1;0.2;0.10;2.2;1.2;;1410.8;1.2;12.7;0.0;98.2
02.01.2022 16:00;75.3;0.8;0.2;0.10;1.7;1.0;;1517.4;0.9;12.9;0.0;37.0
02.01.2022 17:00;74.2;0.9;0.2;0.10;2.4;1.2;;1336.2;1.0;12.7;0.0;2.2
02.01.2022 18:00;72.8;1.0;0.2;0.10;2.6;1.3;;1317.9;1.0;12.4;0.0;-1.0
02.01.2022 19:00;70.7;0.8;0.2;0.10;4.3;2.0;;1290.9;0.9;13.1;0.0;-0.4
02.01.2022 20:00;71.8;1.0;0.2;0.10;5.6;3.0;;1483.8;1.1;13.1;0.0;-1.0
02.01.2022 21:00;72.9;1.7;0.2;0.10;6.5;3.6;;1916.2;1.8;12.1;0.0;-0.5
02.01.2022 22:00;64.2;3.6;0.3;0.20;6.5;3.7;;2468.9;3.7;10.7;0.0;-0.8
02.01.2022 23:00;58.7;4.7;0.3;0.10;5.7;3.0;;2796.6;4.8;9.4;0.0;-0.3
03.01.2022 00:00;62.7;3.5;0.3;0.10;5.3;2.8;;2327.5;3.6;9.0;0.0;0.0
03.01.2022 01:00;65.2;3.1;0.3;0.10;7.3;3.1;;2298.1;3.1;9.0;0.0;-0.8
03.01.2022 02:00;63.4;3.5;0.3;0.10;7.3;3.1;;2306.5;3.6;8.1;0.0;-1.2
03.01.2022 03:00;62.5;3.6;0.3;0.20;6.9;3.2;;2241.0;3.7;7.6;0.0;-0.9
03.01.2022 04:00;63.6;3.3;0.2;0.20;6.2;3.0;;1918.4;3.4;7.0;0.0;-0.8
03.01.2022 05:00;70.3;2.5;0.2;0.10;4.6;2.3;;1366.9;2.6;6.5;0.0;0.0
03.01.2022 06:00;73.8;1.7;0.2;0.10;3.9;1.8;;1127.4;1.8;6.3;0.0;0.0
03.01.2022 07:00;76.8;1.3;0.1;0.10;3.5;1.7;;736.0;1.3;6.5;0.0;0.0
03.01.2022 08:00;74.7;1.7;0.1;0.10;3.8;1.9;;1022.2;1.7;6.6;0.0;0.0
03.01.2022 09:00;75.4;2.1;0.1;0.10;3.5;1.8;;1184.1;2.1;6.3;0.0;3.8
03.01.2022 10:00;77.0;2.0;0.1;0.10;3.5;1.7;;1066.5;2.1;6.4;0.0;19.9
03.01.2022 11:00;75.4;1.9;0.1;0.10;3.8;1.8;;1014.9;2.0;6.9;0.0;62.6
03.01.2022 12:00;76.1;1.4;0.1;0.10;3.4;1.7;;873.8;1.5;7.4;0.0;93.7
03.01.2022 13:00;76.6;1.7;0.1;0.10;3.4;1.6;;983.4;1.9;7.3;0.0;71.2
03.01.2022 14:00;75.2;1.6;0.1;0.10;3.4;1.6;;989.0;1.8;7.5;0.0;102.1
03.01.2022 15:00;78.5;1.5;0.0;0.10;3.4;1.5;;1144.9;1.6;7.6;0.0;117.1
03.01.2022 16:00;77.6;2.7;0.1;0.10;3.1;1.4;;2366.1;2.8;7.3;0.0;36.5
03.01.2022 17:00;77.0;3.2;0.1;0.10;3.6;1.7;;3560.8;3.3;7.1;0.0;4.0
03.01.2022 18:00;75.6;3.4;0.1;0.20;4.4;2.0;;3878.7;3.5;6.8;0.0;0.0
03.01.2022 19:00;76.7;3.1;0.1;0.20;4.4;2.1;;8946.0;3.3;6.6;0.0;0.0
03.01.2022 20:00;77.3;2.4;0.1;0.20;4.5;2.4;;4587.2;2.5;6.6;0.0;0.0
03.01.2022 21:00;76.0;2.5;0.0;0.20;4.8;2.6;;3800.5;2.5;6.5;0.0;-0.2
03.01.2022 22:00;78.0;1.8;0.1;0.20;3.7;2.0;;3437.2;1.8;7.1;0.0;-0.1
03.01.2022 23:00;79.7;1.6;0.1;0.10;4.2;2.1;;2276.0;1.7;7.9;0.0;-0.2
04.01.2022 00:00;80.1;1.6;0.1;0.10;2.6;1.3;;1750.5;1.6;7.8;0.0;-0.1
04.01.2022 01:00;80.9;1.5;0.1;0.10;2.4;1.3;;1533.8;1.5;7.9;0.0;-0.2
04.01.2022 02:00;80.2;1.5;0.0;0.10;2.9;1.4;;1553.9;1.6;7.6;0.0;-0.5
04.01.2022 03:00;81.9;1.3;0.0;0.10;2.1;1.1;;1240.5;1.3;8.2;0.0;0.0
04.01.2022 04:00;83.1;1.0;0.1;0.10;1.4;0.8;;907.5;1.1;8.5;0.0;0.0
04.01.2022 05:00;82.4;0.8;0.0;0.10;1.0;0.5;;651.0;0.9;8.5;0.0;-0.1
04.01.2022 06:00;78.8;1.0;0.0;0.10;1.4;0.7;;787.5;1.1;7.7;0.0;-0.1
04.01.2022 07:00;74.8;1.2;0.0;0.10;1.4;0.7;;864.4;1.2;7.5;0.1;-1.4
04.01.2022 08:00;75.7;0.7;0.1;0.10;0.6;0.3;;403.3;0.8;9.8;0.0;-0.4
04.01.2022 09:00;76.0;0.4;0.0;0.10;0.4;0.2;;260.3;0.5;12.3;0.0;3.5
04.01.2022 10:00;74.2;0.6;0.0;0.10;0.8;0.4;;366.5;0.7;12.5;0.0;30.1
04.01.2022 11:00;74.8;0.6;0.0;0.10;0.8;0.5;;460.3;0.6;13.2;0.0;57.1
04.01.2022 12:00;74.4;0.7;0.0;0.10;1.3;0.6;;615.2;0.8;13.5;0.0;85.7
04.01.2022 13:00;73.0;1.0;0.0;0.10;1.1;0.6;;768.5;1.1;13.7;0.0;215.1
04.01.2022 14:00;69.4;2.5;0.1;0.10;1.6;0.7;;2490.8;2.9;12.8;0.0;136.4
04.01.2022 15:00;67.2;3.3;0.3;0.10;2.0;0.9;;4963.6;3.6;13.0;0.0;90.4
04.01.2022 16:00;62.0;5.1;0.3;0.10;3.3;1.6;;5423.6;5.4;11.3;0.0;41.6
04.01.2022 17:00;63.9;4.6;0.1;0.10;4.9;2.4;;3948.8;4.8;10.4;0.0;5.4
04.01.2022 18:00;64.3;4.0;0.1;0.10;4.9;2.3;;3660.0;4.1;10.4;0.0;-0.9
04.01.2022 19:00;66.2;3.2;0.1;0.10;4.3;2.1;;3141.8;3.3;10.1;0.0;-1.1
04.01.2022 20:00;65.2;3.2;0.3;0.10;4.9;2.2;;3343.6;3.3;9.9;0.0;-1.2
04.01.2022 21:00;61.2;3.7;0.1;0.10;4.8;2.1;;3330.0;3.7;8.7;0.0;-1.2
04.01.2022 22:00;55.5;5.0;0.1;0.20;6.0;3.5;;2970.7;5.1;6.4;0.0;-1.2
04.01.2022 23:00;68.1;3.2;0.0;0.10;2.6;1.7;;1370.8;3.2;4.6;0.2;-0.4
05.01.2022 00:00;72.3;2.0;0.0;0.10;0.7;0.4;;946.7;2.1;3.6;1.1;-0.1
05.01.2022 01:00;84.8;1.3;0.0;0.10;0.2;0.1;;543.7;1.3;0.9;2.8;-2.2
05.01.2022 02:00;92.8;0.6;0.0;0.10;0.0;0.0;;154.7;0.7;0.3;3.4;-1.7
05.01.2022 03:00;91.2;0.7;0.0;0.10;0.0;0.0;;168.5;0.7;0.1;1.9;-2.0
05.01.2022 04:00;88.0;0.8;0.0;0.10;0.1;0.0;;132.3;0.9;0.0;1.3;-2.2
05.01.2022 05:00;86.1;0.7;0.0;0.10;0.0;0.0;;113.8;0.7;0.3;1.0;-3.0
05.01.2022 06:00;85.7;0.6;0.0;0.10;0.1;0.0;;103.0;0.7;0.3;0.5;-2.0
05.01.2022 07:00;84.6;0.7;0.0;0.10;0.1;0.0;;186.9;0.8;0.3;0.1;-2.0
05.01.2022 08:00;81.3;1.3;0.0;0.10;0.2;0.1;;647.4;1.4;0.2;0.0;-2.0
05.01.2022 09:00;68.8;4.1;0.1;0.20;0.7;0.3;;1799.7;4.2;-0.8;0.3;-0.1
05.01.2022 10:00;66.9;2.2;0.0;0.20;0.8;0.2;;585.8;2.3;-1.7;0.0;12.3
05.01.2022 11:00;66.6;3.1;0.0;0.20;1.5;0.7;;1542.2;3.3;-2.3;0.1;24.0
05.01.2022 12:00;69.7;3.5;0.0;0.20;2.2;1.1;;2411.5;3.9;-2.9;0.3;51.2
05.01.2022 13:00;68.3;3.9;0.0;0.20;2.7;1.6;;2742.4;4.4;-3.0;0.0;72.4
05.01.2022 14:00;70.3;2.8;0.4;0.20;2.7;1.5;;4520.2;3.4;-3.0;0.0;104.9
05.01.2022 15:00;71.2;3.2;0.7;0.20;2.6;1.4;;8546.9;4.0;-3.0;0.0;153.6
05.01.2022 16:00;67.4;4.1;0.1;0.20;2.7;1.5;;5112.5;4.4;-3.3;0.0;29.7
05.01.2022 17:00;70.0;4.0;0.1;0.20;3.6;1.8;;2350.5;4.1;-3.9;0.0;7.3
05.01.2022 18:00;73.9;3.0;0.1;0.20;4.0;1.9;;1682.5;3.1;-4.2;0.0;-0.7
05.01.2022 19:00;74.0;3.3;0.3;0.20;4.4;2.1;;3867.5;3.4;-4.4;0.0;-0.6
05.01.2022 20:00;75.3;2.4;0.2;0.20;4.3;2.0;;2154.4;2.5;-4.8;0.0;-1.1
05.01.2022 21:00;75.8;1.8;0.1;0.20;3.5;1.7;;946.9;1.8;-5.1;0.0;-1.3
05.01.2022 22:00;75.8;1.7;0.1;0.20;3.7;1.7;;914.7;1.7;-4.6;0.0;-0.3
05.01.2022 23:00;74.1;2.1;0.1;0.20;3.9;1.8;;1322.1;2.2;-4.1;0.0;0.0
06.01.2022 00:00;74.8;1.7;0.1;0.20;4.0;1.8;;1002.4;1.8;-4.1;0.0;0.0
06.01.2022 01:00;75.0;1.5;0.1;0.20;3.9;1.7;;787.3;1.6;-3.9;0.0;0.0
06.01.2022 02:00;75.1;1.5;0.1;0.20;3.1;1.5;;715.2;1.5;-4.1;0.0;-0.4
06.01.2022 03:00;75.3;1.5;0.1;0.20;2.7;1.4;;750.2;1.5;-4.0;0.0;0.0
06.01.2022 04:00;74.3;1.5;0.1;0.20;2.8;1.4;;827.2;1.6;-4.0;0.0;0.0
06.01.2022 05:00;74.1;1.2;0.1;0.20;3.2;1.5;;607.1;1.3;-4.0;0.0;0.0
06.01.2022 06:00;72.7;1.3;0.2;0.20;3.3;1.5;;679.0;1.4;-4.2;0.0;0.0
06.01.2022 07:00;71.3;1.5;0.3;0.20;3.1;1.5;;823.3;1.6;-4.3;0.0;0.0
06.01.2022 08:00;70.5;1.2;0.3;0.20;2.9;1.4;;550.2;1.3;-4.3;0.0;0.0
06.01.2022 09:00;67.4;1.5;0.2;0.20;2.1;1.2;;594.8;1.6;-3.7;0.0;7.3
06.01.2022 10:00;65.3;1.5;0.2;0.20;1.6;1.0;;484.6;1.6;-3.2;0.0;45.2
06.01.2022 11:00;63.9;1.8;0.2;0.20;2.0;1.1;;753.5;2.1;-2.8;0.0;116.0
06.01.2022 12:00;61.9;2.9;0.2;0.20;3.0;1.8;;1680.5;3.8;-3.0;0.0;169.0
06.01.2022 13:00;61.5;3.8;0.2;0.20;4.1;2.2;;2168.4;4.9;-2.4;0.0;167.5
06.01.2022 14:00;62.9;3.6;0.2;0.20;4.7;2.7;;1824.7;4.5;-2.2;0.0;127.0
06.01.2022 15:00;63.8;3.3;0.2;0.20;4.4;2.6;;1650.3;4.0;-2.2;0.0;97.7
06.01.2022 16:00;60.9;5.5;0.2;0.20;4.5;2.7;;2077.4;6.5;-2.5;0.0;55.1
06.01.2022 17:00;60.0;4.6;0.2;0.20;4.9;3.0;;1426.7;4.9;-2.8;0.0;17.1
06.01.2022 18:00;59.3;4.4;0.1;0.20;4.6;2.9;;1214.9;4.5;-3.7;0.0;-0.6
06.01.2022 19:00;59.7;3.6;0.2;0.20;3.5;2.2;;950.8;3.6;-4.5;0.0;-0.9
06.01.2022 20:00;59.5;3.5;0.2;0.20;2.8;1.9;;867.0;3.6;-4.6;0.0;-1.3
06.01.2022 21:00;59.7;3.5;0.1;0.20;3.4;2.0;;928.9;3.6;-4.9;0.0;-0.9
06.01.2022 22:00;59.6;4.3;0.2;0.20;5.3;3.5;;1150.8;4.3;-3.7;0.0;-0.3
06.01.2022 23:00;61.3;3.3;0.2;0.20;3.7;2.5;;935.4;3.3;-4.2;0.0;-0.5
07.01.2022 00:00;59.2;3.9;0.1;0.20;4.4;2.9;;1114.3;4.0;-4.6;0.0;-0.8
07.01.2022 01:00;59.0;4.5;0.2;0.20;2.9;2.7;;922.5;4.6;-5.6;0.0;-1.3
07.01.2022 02:00;60.0;3.5;0.1;0.20;2.9;2.7;;946.0;3.6;-5.6;0.0;-1.3
07.01.2022 03:00;58.6;4.0;0.1;0.20;3.7;3.4;;1025.1;4.1;-5.6;0.0;-1.1
07.01.2022 04:00;61.2;3.4;0.1;0.20;3.3;3.0;;916.8;3.4;-6.1;0.0;-1.0
07.01.2022 05:00;59.0;3.9;0.1;0.20;3.5;3.3;;1228.1;4.0;-5.9;0.0;-0.6
07.01.2022 06:00;63.3;2.7;0.1;0.20;2.4;2.0;;1048.0;2.8;-5.3;0.0;-1.1
07.01.2022 07:00;64.5;2.2;0.2;0.20;1.9;1.7;;992.2;2.3;-5.2;0.0;-1.1
07.01.2022 08:00;64.8;2.3;0.2;0.20;2.1;1.8;;1096.6;2.4;-4.7;0.0;-0.8
07.01.2022 09:00;67.3;1.9;0.2;0.20;1.2;1.1;;1003.8;2.0;-4.5;0.0;10.8
07.01.2022 10:00;68.1;2.0;0.2;0.20;1.4;1.3;;1235.4;2.3;-4.5;0.0;44.9
07.01.2022 11:00;70.7;1.9;0.2;0.20;1.2;0.9;;1308.9;2.3;-4.6;0.0;46.4
07.01.2022 12:00;74.0;1.6;0.2;0.20;0.8;0.7;;1430.7;2.0;-3.1;0.0;262.6
07.01.2022 13:00;68.7;2.6;0.2;0.20;1.7;1.3;;2182.3;3.1;-2.5;0.0;158.2
07.01.2022 14:00;65.0;3.6;0.4;0.20;2.4;1.8;;3362.7;4.4;-2.6;0.0;166.8
07.01.2022 15:00;67.4;4.1;0.4;0.20;1.8;1.4;;3621.4;4.7;-2.3;0.0;87.4
07.01.2022 16:00;64.0;6.7;0.8;0.20;2.4;1.7;;4845.6;7.1;-2.8;0.0;26.3
07.01.2022 17:00;59.4;9.0;0.5;0.20;3.6;2.8;;4465.2;9.3;-3.6;0.2;6.3
07.01.2022 18:00;71.9;4.7;0.3;0.20;2.0;1.5;;2470.9;4.7;-2.8;0.1;-0.1
07.01.2022 19:00;78.3;2.7;0.2;0.20;1.2;0.9;;1487.8;2.7;-2.4;0.7;-0.1
07.01.2022 20:00;77.9;2.2;0.2;0.20;0.6;0.5;;994.9;2.3;-2.0;0.0;0.0
07.01.2022 21:00;75.9;3.2;0.2;0.20;1.2;1.0;;1197.5;3.2;-2.1;0.0;0.0
07.01.2022 22:00;81.2;1.7;0.2;0.20;0.6;0.5;;493.0;1.8;-1.3;0.0;0.0
07.01.2022 23:00;81.8;1.3;0.1;0.20;0.4;0.4;;328.4;1.4;-1.1;0.0;0.0
08.01.2022 00:00;85.6;0.9;0.1;0.20;0.4;0.3;;166.6;1.0;-0.7;0.0;-0.7
08.01.2022 01:00;84.2;1.0;0.1;0.20;0.3;0.2;;277.7;1.1;-0.9;0.0;-1.0
08.01.2022 02:00;86.6;1.0;0.1;0.20;0.4;0.2;;291.2;1.0;-0.6;0.0;-0.9
08.01.2022 03:00;86.3;0.9;0.1;0.20;0.4;0.3;;339.6;1.0;-0.2;0.0;-0.1
08.01.2022 04:00;81.8;1.2;0.1;0.20;0.7;0.4;;550.8;1.3;-0.9;0.0;0.0
08.01.2022 05:00;77.1;2.0;0.2;0.20;1.0;0.5;;990.5;2.1;-1.2;0.0;-0.4
08.01.2022 06:00;71.5;3.1;0.2;0.20;1.8;1.3;;1234.6;3.2;-2.3;0.1;0.0
08.01.2022 07:00;77.5;2.0;0.2;0.20;1.0;0.5;;716.5;2.1;-1.1;0.0;-0.1
08.01.2022 08:00;77.2;1.6;0.1;0.20;0.6;0.3;;519.2;1.7;-1.0;0.0;0.0
08.01.2022 09:00;74.7;2.1;0.2;0.20;0.6;0.3;;942.1;2.2;-1.6;0.0;6.2
08.01.2022 10:00;74.9;2.3;0.2;0.20;0.5;0.4;;1173.5;2.5;-1.9;0.0;26.3
08.01.2022 11:00;75.8;2.3;0.1;0.20;0.8;0.4;;975.0;2.5;-2.0;0.0;50.1
08.01.2022 12:00;74.7;2.9;0.2;0.20;0.9;0.5;;1972.7;3.4;-1.9;0.0;107.0
08.01.2022 13:00;74.4;3.5;0.2;0.20;1.4;0.8;;2965.6;4.4;-1.2;0.0;226.8
08.01.2022 14:00;74.2;3.7;0.2;0.20;1.7;1.0;;3540.0;4.9;-0.7;0.0;302.3
08.01.2022 15:00;74.6;3.7;0.2;0.20;1.6;1.0;;3625.1;4.4;-0.5;0.0;154.5
08.01.2022 16:00;84.3;2.3;0.1;0.20;0.8;0.5;;1894.0;2.6;0.4;0.0;79.5
08.01.2022 17:00;89.5;1.6;0.1;0.20;0.7;0.4;;1237.7;1.7;0.5;0.0;14.1
08.01.2022 18:00;85.6;2.5;0.2;0.20;0.8;0.5;;1989.4;2.6;0.1;0.0;-0.2
08.01.2022 19:00;78.6;4.2;0.2;0.20;1.5;0.8;;3065.5;4.3;-0.7;0.0;0.0
08.01.2022 20:00;83.8;2.4;0.2;0.20;1.0;0.6;;1940.9;2.4;0.3;0.0;-0.2
08.01.2022 21:00;78.5;3.9;0.2;0.20;1.6;1.1;;2705.6;4.0;0.1;0.0;-0.1
08.01.2022 22:00;87.0;1.6;0.2;0.10;0.7;0.4;;1263.6;1.6;1.9;0.0;-0.1
08.01.2022 23:00;92.0;0.8;0.2;0.10;0.4;0.2;;664.0;0.8;3.0;0.0;0.0
09.01.2022 00:00;91.4;0.7;0.1;0.10;0.4;0.1;;560.6;0.8;3.5;0.0;-0.4
09.01.2022 01:00;81.3;2.8;0.2;0.20;1.5;1.0;;1726.3;2.9;1.1;0.3;-0.7
09.01.2022 02:00;90.6;0.9;0.1;0.10;0.3;0.2;;360.1;1.0;3.2;0.3;-0.8
09.01.2022 03:00;84.4;1.6;0.2;0.10;1.5;1.1;;1422.2;1.6;1.4;0.0;-0.6
09.01.2022 04:00;86.3;1.6;0.2;0.10;1.0;0.7;;646.1;1.7;1.4;0.0;-0.4
09.01.2022 05:00;87.3;1.2;0.2;0.10;0.7;0.3;;372.1;1.3;1.3;0.0;-0.1
09.01.2022 06:00;86.8;0.9;0.1;0.10;0.4;0.1;;222.7;1.0;0.7;0.0;-0.1
09.01.2022 07:00;88.8;0.7;0.1;0.10;0.4;0.1;;150.4;0.8;-0.1;0.0;-0.3
09.01.2022 08:00;83.7;1.1;0.1;0.10;1.2;0.2;;300.5;1.2;-1.3;0.1;-0.6
09.01.2022 09:00;84.6;1.0;0.2;0.10;1.6;0.5;;360.1;1.1;-1.6;0.0;8.4
09.01.2022 10:00;85.9;0.9;0.1;0.10;1.9;0.9;;335.8;1.0;-1.0;0.0;51.2
09.01.2022 11:00;85.5;1.0;0.2;0.10;1.5;0.7;;389.4;1.1;-0.8;0.0;58.0
09.01.2022 12:00;83.1;1.3;0.2;0.20;1.2;0.6;;738.3;1.5;-1.2;0.0;61.5
09.01.2022 13:00;82.9;1.3;0.1;0.20;1.1;0.6;;762.9;1.5;-0.5;0.0;114.3
09.01.2022 14:00;83.0;1.3;0.2;0.20;1.3;0.6;;845.4;1.5;-0.6;0.0;68.5
09.01.2022 15:00;81.1;1.6;0.2;0.20;1.9;1.0;;1074.7;1.8;-0.7;0.0;67.5
09.01.2022 16:00;84.2;1.1;0.1;0.20;1.5;0.8;;622.8;1.2;-0.3;0.0;38.5
09.01.2022 17:00;80.9;1.9;0.1;0.20;1.9;0.9;;1287.4;2.0;-1.2;0.4;4.4
09.01.2022 18:00;84.3;0.9;0.2;0.10;1.2;0.7;;311.0;0.9;-1.9;0.8;0.0
09.01.2022 19:00;84.7;0.8;0.1;0.10;1.0;0.6;;327.1;0.9;-1.7;0.4;0.0
09.01.2022 20:00;81.9;0.9;0.1;0.20;1.2;0.7;;461.7;1.0;-1.8;0.2;0.0
09.01.2022 21:00;84.7;0.8;0.1;0.10;0.6;0.4;;279.1;0.8;-1.3;0.3;0.0
09.01.2022 22:00;83.4;0.8;0.1;0.10;0.8;0.4;;286.5;0.8;-1.6;0.2;0.0
09.01.2022 23:00;81.2;0.8;0.1;0.10;0.4;0.2;;226.0;0.8;-1.8;0.4;0.0
10.01.2022 00:00;82.1;0.6;0.1;0.10;0.2;0.1;;130.4;0.7;-1.7;1.8;0.0
10.01.2022 01:00;79.1;1.1;0.1;0.20;0.1;0.1;;207.1;1.1;-2.0;0.8;0.0
10.01.2022 02:00;66.0;3.6;0.1;0.20;0.4;0.5;;738.6;3.6;-2.0;0.1;-0.1
10.01.2022 03:00;67.7;3.0;0.2;0.20;0.8;0.9;;623.4;3.1;-2.2;0.0;-1.0
10.01.2022 04:00;70.3;2.3;0.2;0.20;1.0;1.2;;528.3;2.4;-2.3;0.0;-1.8
10.01.2022 05:00;68.0;2.4;0.1;0.20;1.0;1.3;;571.9;2.5;-2.4;0.1;-3.0
10.01.2022 06:00;73.2;2.9;0.2;0.20;0.5;0.5;;485.7;2.9;-2.7;0.9;-3.2
10.01.2022 07:00;78.6;1.6;0.2;0.20;0.3;0.3;;290.9;1.6;-2.7;0.6;-1.5
10.01.2022 08:00;71.1;3.1;0.2;0.20;0.7;0.8;;518.6;3.2;-2.7;0.0;-2.1
10.01.2022 09:00;63.8;6.4;0.2;0.20;1.3;1.7;;1022.1;6.8;-2.6;0.1;3.5
10.01.2022 10:00;60.7;8.5;0.2;0.20;1.2;1.6;;1313.7;9.5;-2.5;1.4;28.7
10.01.2022 11:00;59.0;9.6;0.2;0.20;1.4;1.7;;1557.5;13.2;-2.3;0.1;80.8
10.01.2022 12:00;64.1;8.2;0.2;0.20;2.0;2.2;;1785.6;12.7;-2.0;0.0;231.9
10.01.2022 13:00;63.2;9.2;0.2;0.20;2.3;2.8;;2105.0;14.7;-1.5;0.0;263.9
10.01.2022 14:00;61.5;11.0;0.2;0.20;2.6;3.1;;2439.8;15.9;-1.4;0.0;141.5
10.01.2022 15:00;60.7;11.4;0.2;0.20;3.0;3.6;;2570.4;14.5;-1.5;0.0;86.8
10.01.2022 16:00;61.1;10.3;0.2;0.20;3.4;4.1;;2284.4;11.8;-1.7;0.0;46.2
10.01.2022 17:00;61.2;10.6;0.2;0.20;3.9;4.6;;2070.1;11.1;-2.1;0.0;7.2
10.01.2022 18:00;65.1;8.6;0.2;0.20;3.6;4.2;;1948.8;8.7;-2.5;0.0;-0.8
10.01.2022 19:00;67.6;6.7;0.2;0.20;3.1;3.7;;1619.7;6.8;-2.8;0.0;-1.5
10.01.2022 20:00;68.8;5.9;0.2;0.20;3.4;4.0;;1353.1;5.9;-3.2;0.0;-2.0
10.01.2022 21:00;66.9;6.2;0.2;0.20;3.8;4.4;;1378.9;6.3;-3.3;0.0;-1.6
10.01.2022 22:00;60.7;8.5;0.2;0.20;5.5;6.6;;1738.7;8.5;-3.0;0.0;-1.0
10.01.2022 23:00;67.9;5.0;0.2;0.20;3.7;4.5;;928.9;5.0;-3.0;0.0;-1.7
